,Unnamed: 0,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
1499,1499,473.0,201.0,186.9,468.0389823874756,46071.0,124648.0,18.6,216.6099737,"(45201, 48021.6]",41.0,30.6,33.3,"Comanche County, Oklahoma",2.69,45.7,11.8,41.0,40.4,7.3,33.2,14.1,5.372916101,8.6,66.1,47.1,29.6,33.5,16.5,64.45818164,16.87790267,0.550847458,2.103066175,46.07076781,6.253896381
1500,1500,43.84,16.0,192.4,376.6,41469.0,5996.0,17.8,0.0,"(40362.7, 42724.4]",41.5,40.2,42.7,"Cotton County, Oklahoma",2.5,58.9,27.6,39.5,40.4,5.3,40.7,12.0,53.9,9.2,58.2,43.6,32.4,36.2,21.0,79.97382199,2.313187763,0.687172775,1.767015707,51.63756371,5.31996916
1501,1501,91.0,41.0,205.3,471.1,45209.0,14818.0,19.2,0.0,"(34218.1, 37413.8]",41.0,40.3,44.0,"Craig County, Oklahoma",2.5,49.0,24.1,35.7,40.4,0.7,40.3,12.3,48.6,6.4,58.0,39.1,34.2,39.1,18.8,65.97938144,3.228431905,0.617200217,0.969886055,51.01513474,6.007301693
1502,1502,420.0,182.0,210.2,495.5,46614.0,27157.0,15.8,28.211928,"(45201, 48021.6]",40.6,39.2,41.8,"Craig County, Oklahoma",2.67,54.5,21.6,42.5,40.4,3.9,40.0,10.5,53.4,5.7,60.5,47.4,34.8,35.3,21.3,79.68513729,2.321900482,0.501688783,0.907279434,54.45351855,5.372916101
1503,1503,124.0,61.0,205.2,436.7,45574.0,29744.0,15.9,0.0,"(42724.4, 45201]",30.7,29.9,31.4,"Custer County, Oklahoma",2.63,50.0,8.2,22.2,40.4,9.3,35.1,12.3,61.9,3.7,67.4,56.5,41.2,25.4,13.4,82.73862931,3.126509766,1.41486645,2.091241632,50.28946353,5.712260808
1504,1504,241.0,112.0,182.4,408.4,45209.0,41459.0,15.9,0.0,"(34218.1, 37413.8]",45.8,44.9,46.7,"Delaware County, Oklahoma",2.47,52.4,22.0,43.5,40.4,3.2,37.2,11.6,47.7,9.2,52.4,33.9,28.7,44.9,23.5,66.20782922,2.313187763,1.144678693,1.113284552,51.63756371,4.550418639
1505,1505,31.0,14.0,202.1,451.5,50348.0,4995.0,12.4,0.0,"(48021.6, 51046.4]",41.0,38.3,43.4,"Dewey County, Oklahoma",2.57,59.1,35.8,31.3,40.4,2.0,35.3,12.3,54.9,2.7,63.8,48.8,39.9,32.8,19.1,88.73123586,2.313187763,0.550847458,0.123380629,59.69746083,2.164502165
1506,1506,24.0,12.0,186.6,415.5,52032.0,4231.0,12.0,0.0,"(51046.4, 54545.6]",44.3,43.2,45.6,"Ellis County, Oklahoma",2.5,59.3,25.4,34.95140260766503,40.4,8.3,37.4,15.8,55.8,5.0,69.5,51.8,41.2,34.5,18.0,94.34603252,0.024265955,0.509585052,0.363989323,54.9122807,5.372916101
1507,1507,322.0,138.0,184.6,449.4,49136.0,63569.0,14.5,251.6950086,"(48021.6, 51046.4]",36.2,34.9,42.4,"Garfield County, Oklahoma",2.52,55.7,18.7,36.9,40.4,15.2,35.6,14.5,58.5,5.6,65.4,48.7,39.9,34.5,18.7,82.10702341,3.217455621,1.006560329,5.079431438,51.63756371,7.18973747
1508,1508,173.0,81.0,227.9,496.9,40774.0,27755.0,19.2,0.0,"(40362.7, 42724.4]",39.5,39.5,40.9,"Garvin County, Oklahoma",2.57,53.0,17.1,43.9,31.2,2.1,43.5,12.3,49.8,4.4,65.0,40.0,41.2,36.3,17.9,81.93407394,2.429429976,0.280458933,1.591695502,51.41961827,6.713239053
1509,1509,244.0,114.0,193.7,416.7,51199.0,54648.0,12.1,18.29893134,"(51046.4, 54545.6]",38.5,37.2,39.7,"Grady County, Oklahoma",2.7,56.4,17.1,38.9,40.4,3.8,37.7,12.7,5.372916101,4.3,64.5,49.6,42.9,36.3,17.0,85.5051108,2.109602328,0.302171156,1.359770201,57.50165909,5.372916101
1510,1510,30.0,13.0,174.4,445.9,49774.0,4523.0,12.3,0.0,"(48021.6, 51046.4]",44.2,39.5,44.1,"Grant County, Oklahoma",2.26,60.7,19.3,41.5,40.4,1.3,36.0,17.9,58.7,3.6,74.8,54.8,40.3,33.1,13.7,83.66344325493273,0.376355988,0.199247288,2.324551694,53.55691057,5.275498242
1511,1511,38.36,14.0,174.7,442.7,34872.0,27157.0,25.2,0.0,"(42724.4, 45201]",41.3,39.6,46.2,"Greer County, Oklahoma",2.3,52.4,17.1,31.8,38.8,1.3,37.0,10.0,46.2,4.4,65.0,39.7,34.7,38.6,16.4,79.09105771,2.313187763,0.049043649,0.8458260390000001,48.9021043,9.857723577
1512,1512,15.0,8.0,223.9,419.5,33750.0,2788.0,24.8,0.0,"[22640, 34218.1]",41.1,39.9,41.8,"Harmon County, Oklahoma",2.35,57.6,17.1,47.7,40.4,0.0,26.6,12.3,50.9,8.7,56.8,38.0,24.7,45.3,23.8,68.66713189,2.313187763,1.570132589,0.8458260390000001,52.55536627,4.99194847
1513,1513,21.92,8.0,159.7,399.9241599105396,49204.0,3754.0,10.6,0.0,"(48021.6, 51046.4]",39.0,39.5,40.6,"Harper County, Oklahoma",2.57,57.2,26.9,37.4,40.4,3.4,38.6,13.2,61.7,1.6,66.0,48.8,47.0,30.1,17.7,95.96388741,2.313187763,0.550847458,1.380775358,57.54847645,4.274611399
1515,1515,92.0,43.0,226.9,508.2,34837.0,27157.0,23.4,0.0,"(34218.1, 37413.8]",40.2,36.8,42.4,"Hughes County, Oklahoma",2.7,45.5,23.6,40.9,40.4,1.8,38.0,8.2,5.372916101,7.1,50.7,48.8,41.2,41.4,23.3,68.32789264,5.817918027,0.036271309,0.776206021,51.63756371,4.598628479
1516,1516,124.0,58.0,209.2,448.8,41370.0,25574.0,17.2,0.0,"(40362.7, 42724.4]",34.1,39.5,36.4,"Jackson County, Oklahoma",2.48,51.9,14.0,34.0,40.4,5.3,27.2,12.8,52.6,7.6,62.1,44.2,27.8,35.4,18.3,72.54375192,2.313187763,1.458397298,9.579367516,47.83757339,6.363038474
1517,1517,42.0,21.0,231.3,579.2264131954153,32645.0,6276.0,23.0,0.0,"(42724.4, 45201]",42.4,40.7,44.1,"Jackson County, Oklahoma",2.5,52.4,19.4,34.95140260766503,40.4,1.9,44.8,12.3,50.0,6.5,48.6,48.8,29.1,43.9,26.0,83.66344325493273,0.694773409,0.094741829,4.058108321,48.88709025,6.331168831
1518,1518,82.2,30.0,215.0,415.2,45209.0,10980.0,15.9,0.0,"(34218.1, 37413.8]",40.6,40.3,42.4,"Johnston County, Oklahoma",2.58,49.0,12.2,34.0,40.4,2.7,35.3,10.2,46.9,6.7,46.8,26.7,20.3,44.0,26.6,71.88350572,1.868989294,0.553438577,0.934494647,46.75792507,5.372916101
1519,1519,339.76000000000005,124.0,203.1,460.6,41514.0,27157.0,18.2,0.0,"(40362.7, 42724.4]",38.8,37.4,40.7,"Kay County, Oklahoma",2.46,49.3,17.1,35.5,36.8,2.6,34.0,13.0,55.3,7.8,58.6,42.5,37.5,36.3,21.4,79.2331147,1.882115515,0.633952662,2.66523351,46.08887662,6.042169307
1520,1520,81.0,31.0,185.88611904974545,465.5,59525.0,15584.0,10.0,0.0,"(54545.6, 61494.5]",38.6,36.1,40.3,"Kingfisher County, Oklahoma",2.64,60.6,18.3,38.7,40.4,9.2,36.1,12.3,62.7,3.6,70.5,53.9,46.7,29.2,15.0,85.04117109,0.52934257,0.0,7.36505032,58.66573768,5.947846469
1521,1521,79.46000000000001,29.0,226.1,491.5,36699.0,9144.0,19.1,0.0,"(34218.1, 37413.8]",43.0,40.7,44.6,"Kiowa County, Oklahoma",2.31,54.1,20.4,51.8,40.4,5.3,34.7,12.3,54.7,5.5,65.0,37.6,29.8,36.3,22.7,79.37002795,3.880885831,0.311760912,0.8458260390000001,47.72784971,3.922594142
1522,1522,54.0,28.0,191.7,374.7,35522.0,10483.0,20.7,0.0,"(34218.1, 37413.8]",39.3,38.5,40.5,"Latimer County, Oklahoma",2.5,54.8,18.2,30.5,49.3,5.3,35.3,8.4,47.2,7.8,54.2,48.8,34.3,38.0,20.0,69.05513273,1.410803787,0.621867459,1.067384444,53.76058041,7.799915218
1523,1523,219.0,132.0,144.67570554612843,362.3,36627.0,49605.0,24.0,0.0,"(34218.1, 37413.8]",39.7,38.3,42.4,"Le Flore County, Oklahoma",2.67,52.6,22.5,42.7,40.4,1.4,39.8,8.5,46.6,9.4,49.4,36.7,31.7,36.3,23.7,83.66344325493273,2.416882102,0.438886551,2.711477184,52.40585774,5.913091309
1524,1524,162.0,82.0,198.3,496.5871065138385,45209.0,35042.0,15.9,0.0,"(45201, 48021.6]",40.7,39.5,41.6,"Lincoln County, Oklahoma",2.58,56.8,20.5,44.3,40.4,1.1,39.5,9.1,54.3,7.6,60.2,45.0,38.4,36.3,20.1,85.77846047,1.767910967,0.086946441,0.417342917,56.3676215,5.372916101
1525,1525,204.0,76.0,160.2,438.5,55602.0,45996.0,13.8,21.74102096,"(54545.6, 61494.5]",38.5,39.5,42.4,"Logan County, Oklahoma",2.83,55.1,17.1,30.2,40.4,7.4,34.4,17.7,5.372916101,6.0,65.0,48.8,43.9,31.0,17.4,82.04661407,9.111545636,0.58660913,0.8458260390000001,60.01590352,4.945382324
1526,1526,55.0,25.0,200.2,456.5,52662.0,9870.0,12.5,0.0,"(51046.4, 54545.6]",39.1,39.5,39.0,"Love County, Oklahoma",2.98,54.4,20.2,34.95140260766503,32.3,1.1,42.5,10.2,54.6,7.6,61.2,45.9,41.2,37.3,18.8,83.66344325493273,1.893821794,0.734761461,2.50439822,59.27545284,4.884922499
1527,1527,196.0,66.0,175.0,516.3,45209.0,38066.0,10.2,0.0,"(54545.6, 61494.5]",38.3,37.1,39.1,"McClain County, Oklahoma",2.74,60.9,14.9,41.0,40.4,5.3,34.7,16.6,59.7,3.9,71.2,48.8,49.8,28.0,13.6,83.79984663,2.313187763,0.60254163,2.623794917,61.37873754,5.778802962
1529,1529,145.0,69.0,202.4,456.0,45209.0,27157.0,22.4,0.0,"(42724.4, 45201]",41.0,46.3,48.5,"McIntosh County, Oklahoma",2.38,56.2,17.1,42.4,40.4,3.7,38.0,9.2,41.9,10.8,50.6,30.9,24.7,49.0,18.8,70.08382643,3.50591716,0.458579882,0.108481262,52.94398662,5.188559858
1530,1530,51.0,20.0,182.3,478.7,54107.0,7771.0,11.8,0.0,"(51046.4, 54545.6]",41.6,39.9,43.0,"Major County, Oklahoma",2.49,62.2,28.4,32.4,40.4,8.0,41.2,12.7,58.8,5.4,65.0,48.8,40.8,34.6,16.3,89.20779221,0.363636364,0.0,4.246753247,59.75090134,5.897114178
1531,1531,99.0,43.0,196.9,460.2,45209.0,27157.0,18.0,0.0,"(42724.4, 45201]",43.1,41.1,44.2,"Marshall County, Oklahoma",2.64,54.7,28.6,34.7,35.0,1.8,35.1,8.3,48.0,7.6,51.7,48.8,22.1,45.1,23.1,71.74347446,1.473710503,0.162357937,8.823529412,52.12070411,8.040842374
1532,1532,221.0,102.0,202.5,507.10483645513,41806.0,40887.0,15.9,0.0,"(42724.4, 45201]",39.3,38.7,40.2,"Mayes County, Oklahoma",2.56,55.4,22.6,43.7,40.4,1.6,37.5,11.3,52.3,7.0,55.1,39.3,35.3,39.8,22.0,67.69575926,0.419440583,0.43651084,0.053649377,53.84371029,5.739464467
1533,1533,84.0,30.65693430656934,203.3,467.1,43783.0,13936.0,15.1,0.0,"(42724.4, 45201]",41.0,40.0,42.5,"Mayes County, Oklahoma",2.5,53.2,24.6,45.7,40.4,5.5,39.2,13.3,56.0,3.6,59.2,39.1,34.3,36.3,18.6,83.66344325493273,1.339838346,0.422340348,2.650549771,52.49859629,3.244147157
1534,1534,490.46000000000004,179.0,211.7,483.4,41015.0,69699.0,22.2,0.0,"(40362.7, 42724.4]",37.8,36.4,39.0,"Mayes County, Oklahoma",2.53,48.9,20.0,40.8,40.4,2.4,35.8,12.3,49.6,8.2,52.4,39.1,34.5,39.3,23.2,60.69434951,11.08452951,0.694919116,0.8458260390000001,46.70006452,6.694613026
1535,1535,73.98,27.0,181.6,465.5,46874.0,27157.0,15.9,0.0,"(42724.4, 45201]",40.7,40.5,41.0,"Noble County, Oklahoma",2.41,64.0,17.9,35.3,40.4,2.7,35.4,17.1,5.372916101,5.9,70.3,54.2,48.2,36.3,18.8,84.06049018,1.494872241,0.165131236,0.425864766,60.8137045,8.309915697
1536,1536,55.0,28.0,189.7,475.05080234833656,39706.0,10539.0,16.1,94.88566278,"(37413.8, 40362.7]",41.0,39.6,43.4,"Nowata County, Oklahoma",2.56,53.7,21.2,38.6,40.4,2.6,42.1,10.0,50.7,8.4,58.2,43.0,38.4,37.7,21.4,68.97205116,1.970630033,0.293699668,0.8458260390000001,53.36134454,3.337783712
1537,1537,71.0,37.0,237.1,463.9,45209.0,12181.0,25.0,0.0,"[22640, 34218.1]",39.6,38.5,41.7,"Okfuskee County, Oklahoma",2.5,47.0,30.3,39.2,40.4,5.3,37.3,7.7,40.9,7.6,46.3,48.8,27.3,43.2,18.8,63.65120836,2.313187763,0.261267146,0.775636839,50.22233202,5.372916101
1538,1538,3322.0,1373.0,186.1,466.03560525580093,48226.0,27157.0,17.9,390.0296577,"(42724.4, 45201]",34.2,33.0,35.5,"Oklahoma County, Oklahoma",2.5,46.7,17.1,29.6,40.4,9.8,25.3,19.8,60.8,6.0,61.5,48.9,42.0,31.4,18.7,68.89592832,14.79376524,3.242365603,3.267150885,43.15419198,5.372916101
1539,1539,238.0,107.0,214.1,493.2,38183.0,39187.0,15.9,0.0,"(37413.8, 40362.7]",39.2,36.8,41.2,"Okmulgee County, Oklahoma",2.5,46.1,15.0,32.2,40.4,3.1,37.0,10.6,48.4,10.4,55.4,39.3,34.5,41.9,23.8,66.05739492,8.211225473,0.268721797,0.438574253,45.09386234,5.372916101
1540,1540,242.0,108.0,173.6,405.2,48014.0,47887.0,16.6,0.0,"(45201, 48021.6]",41.9,40.9,43.2,"Osage County, Oklahoma",2.55,52.4,21.3,40.0,40.4,2.8,41.9,12.3,50.4,7.1,62.9,47.0,41.6,36.3,18.7,65.82386482,11.39551338,0.247638074,0.722104299,54.0255049,4.078719282
1541,1541,166.0,60.583941605839414,229.7,413.3,45209.0,31981.0,15.9,0.0,"(34218.1, 37413.8]",38.5,37.1,42.4,"Ottawa County, Oklahoma",2.58,50.9,18.7,38.7,40.4,2.0,36.4,9.0,51.5,9.4,52.4,48.8,41.2,42.9,25.0,69.07589216,0.956833411,0.729312763,1.390057659,50.00414559,5.394016013
1542,1542,92.0,47.0,213.8,430.4,43476.0,27157.0,15.4,0.0,"(42724.4, 45201]",41.4,39.5,42.4,"Pawnee County, Oklahoma",2.6,55.7,20.4,49.4,40.4,2.6,42.3,11.9,53.2,6.3,59.8,43.5,38.3,38.1,20.3,79.8169586,1.109158131,0.400024244,0.32123159,55.63873845,5.987850738
1543,1543,295.0,119.0,177.4,449.8,45209.0,80850.0,23.7,86.58008658,"(40362.7, 42724.4]",27.2,39.5,28.0,"Payne County, Oklahoma",2.36,41.1,5.1,34.95140260766503,66.7,9.5,27.4,21.1,56.0,7.6,70.8,48.8,45.3,26.0,14.1,80.74235423,2.313187763,4.18392657,0.492300719,42.72642886,5.395731735
1544,1544,248.0,118.0,195.8,418.2,39900.0,27157.0,21.7,0.0,"(37413.8, 40362.7]",40.7,39.4,42.4,"Pittsburg County, Oklahoma",2.5,52.4,23.5,41.4,40.4,4.2,35.3,10.8,51.3,6.2,57.0,38.8,33.5,39.0,18.8,72.06467828,3.349569627,0.464847312,1.630301817,49.17343949,5.344522968
1545,1545,203.0,86.0,195.7,475.3,41423.0,38194.0,17.3,0.0,"(40362.7, 42724.4]",35.3,33.7,36.9,"Pontotoc County, Oklahoma",2.5,47.4,14.4,30.1,49.6,5.9,33.5,16.7,58.3,6.2,65.0,48.8,40.0,35.0,20.2,71.0760741,2.351859151,0.906582578,0.525555118,45.82276746,5.893866899
1546,1546,361.0,152.0,190.0,460.2,45710.0,71875.0,17.5,0.0,"(42724.4, 45201]",37.6,36.5,38.6,"Pottawatomie County, Oklahoma",2.61,51.3,19.0,34.2,40.4,3.5,35.5,12.7,52.9,7.6,59.6,48.8,39.1,36.3,18.8,76.19911156,2.856500225,0.617127755,0.981219073,51.71564856,5.802028117
1547,1547,59.0,39.0,226.4,354.7,32215.0,11183.0,23.1,0.0,"[22640, 34218.1]",44.8,43.4,46.0,"Pushmataha County, Oklahoma",2.34,53.0,25.6,41.6,40.4,3.0,39.2,12.3,45.3,10.6,43.1,48.8,25.4,46.9,26.7,75.44984857,1.202565473,0.427578835,0.8458260390000001,47.54685197,5.372916101
1548,1548,18.0,8.0,153.2,383.6467207156835,56139.0,3788.0,12.3,0.0,"(54545.6, 61494.5]",41.0,39.5,40.4,"Roger Mills County, Oklahoma",2.8,54.0,17.1,20.5,39.3,3.5,39.7,14.9,58.7,0.8,71.2,57.8,47.2,27.9,13.2,90.97883598,0.105820106,0.026455026,0.8458260390000001,52.76119403,2.822580645
1550,1550,186.32000000000002,68.0,208.9,484.1,35964.0,25548.0,24.7,0.0,"(42724.4, 45201]",39.7,38.0,41.1,"Seminole County, Oklahoma",2.5,48.8,23.9,35.2,40.4,5.3,35.3,8.9,47.5,8.4,65.0,36.8,32.5,40.7,24.8,68.44707822,4.99195479,0.550847458,0.784898552,48.61986525,5.372916101
1551,1551,187.0,68.24817518248175,214.9,538.1571819960861,35592.0,41153.0,27.9,0.0,"(42724.4, 45201]",39.9,38.8,41.4,"Seminole County, Oklahoma",2.64,52.7,24.0,38.5,40.4,3.6,35.3,12.3,5.372916101,9.8,45.5,33.4,29.1,42.7,27.3,65.77030677,2.05238279,0.718695736,0.955045341,51.67824074,6.132732926
1552,1552,257.0,114.0,189.1,441.8,42967.0,44581.0,15.5,0.0,"(42724.4, 45201]",40.1,39.3,40.8,"Stephens County, Oklahoma",0.0248,55.2,17.1,34.7,40.4,4.7,38.9,12.8,53.8,6.6,62.5,45.8,41.2,37.1,19.4,84.04454761,2.073383029,0.517787796,0.8458260390000001,52.61361092,2.876060418
1553,1553,73.0,28.0,153.1,391.6,49780.0,21489.0,13.6,0.0,"(42724.4, 45201]",41.0,30.6,32.4,"Texas County, Oklahoma",2.93,54.9,17.1,29.4,40.4,1.8,28.4,12.3,68.7,3.5,65.5,54.9,50.3,22.9,12.5,64.71187697,2.329998147,3.77987771,25.50491014,53.06008644,4.818560381
1554,1554,41.0,14.963503649635035,166.1,398.1,35274.0,7515.0,23.8,0.0,"(34218.1, 37413.8]",40.5,37.6,42.1,"Tillman County, Oklahoma",2.4,52.4,34.4,38.2,22.3,5.1,35.8,11.9,51.0,7.6,53.7,38.5,33.1,43.0,24.1,74.32274789,7.958522359,0.23331173,7.854828257,48.47890088,6.093432634
1555,1555,2938.0,1155.0,183.9,474.0,50507.0,27157.0,14.8,231.5242115,"(42724.4, 45201]",35.3,34.2,36.7,"Tulsa County, Oklahoma",2.5,52.4,18.6,31.0,40.8,9.6,25.8,20.7,5.372916101,6.5,64.4,52.2,46.2,36.3,17.3,71.04446245,2.313187763,2.666944741,3.603840631,45.01341027,5.964154695
1556,1556,336.0,137.0,177.5,420.3,58921.0,76559.0,15.9,0.0,"(54545.6, 61494.5]",38.4,39.5,39.0,"Tulsa County, Oklahoma",2.74,57.5,20.6,39.3,40.4,5.9,35.3,12.3,59.2,6.0,65.0,53.0,47.1,31.3,16.7,76.02764256,3.556127389,0.550847458,1.09827433,58.88459857,4.655824075
1557,1557,312.0,131.0,185.2,461.0,49056.0,52021.0,13.9,0.0,"(48021.6, 51046.4]",40.5,38.1,42.4,"Tulsa County, Oklahoma",2.43,55.0,15.6,43.1,32.2,9.0,35.3,18.5,56.4,5.3,67.2,48.8,44.9,33.2,15.5,78.41383308,2.573415765,1.71561051,0.852009274,51.87848198,6.522329921
1558,1558,79.46000000000001,29.0,186.9,442.3,45209.0,11661.0,13.9,0.0,"(42724.4, 45201]",38.8,37.2,39.8,"Tulsa County, Oklahoma",2.46,60.5,17.1,31.7,40.4,7.8,35.3,15.0,57.0,7.6,67.3,55.4,46.7,30.9,18.8,90.52279166,0.051506567,0.163104129,2.000171689,57.19827586,5.372916101
1559,1559,48.0,14.0,125.3,452.6,48831.0,9304.0,14.3,0.0,"(48021.6, 51046.4]",33.9,32.0,37.5,"Woods County, Oklahoma",2.37,47.4,10.8,34.95140260766503,40.4,5.3,33.5,16.9,58.8,2.8,65.0,59.2,41.2,27.1,12.1,89.73762869,3.21045057,0.708513229,0.708513229,51.63756371,4.912663755
1560,1560,86.0,35.0,155.7,378.2,56067.0,21559.0,12.3,0.0,"(42724.4, 45201]",36.1,35.2,37.6,"Woodward County, Oklahoma",2.7,52.4,24.5,39.2,40.4,5.9,39.7,11.9,5.372916101,7.6,73.6,59.1,52.9,36.3,15.4,83.66344325493273,0.628990756,0.119127037,0.8458260390000001,55.50427582,3.668042182
1561,1561,110.0,46.0,169.5,438.3,45209.0,16005.0,20.6,0.0,"(37413.8, 40362.7]",48.2,46.8,49.8,"Baker County, Oregon",2.16,56.3,19.4,34.95140260766503,39.1,5.0,31.8,13.1,5.372916101,7.6,61.9,48.8,41.2,45.6,22.3,94.94144032,0.255419885,0.67904311,0.336406678,51.56424581,9.370529328
1562,1562,383.6,140.0,155.6,414.8,54089.0,87572.0,15.9,148.449276,"(51046.4, 54545.6]",41.0,30.7,35.0,"Baker County, Oregon",2.4,44.2,3.4,13.1,40.4,11.3,14.9,29.0,54.2,8.6,75.4,61.2,51.4,28.5,14.8,87.43626799,0.879819643,6.176079542,1.276374357,46.15248227,5.372916101
1563,1563,1976.0,720.0,160.2,447.3,65555.0,401515.0,9.5,249.0566978,"(61494.5, 125635]",41.3,39.5,42.5,"Clackamas County, Oregon",2.59,54.9,11.8,34.95140260766503,40.4,9.3,23.5,21.5,59.2,8.3,75.3,48.8,51.8,28.3,13.5,89.27146298,0.912853907,4.087685331,1.526558785,54.65082062,5.072389596
1564,1564,231.0,93.0,180.2,465.6,45132.0,37831.0,15.4,0.0,"(42724.4, 45201]",43.9,42.7,45.3,"Clatsop County, Oregon",2.32,51.3,20.4,34.95140260766503,40.4,5.1,26.3,14.6,54.5,7.6,62.4,43.0,35.1,36.3,19.4,90.60510406,2.313187763,0.944304746,2.517254294,47.38013481,5.997663248
1565,1565,295.92,108.0,179.29724479771366,449.0,57517.0,49600.0,12.0,20.16129032,"(42724.4, 45201]",42.9,42.1,43.7,"Columbia County, Oregon",2.6,53.9,15.2,36.6,40.4,2.7,33.8,12.4,51.4,9.8,69.1,48.8,46.8,35.5,17.3,92.58539351,0.475814453,1.158152625,1.220919638,53.97391536,4.225482912
1566,1566,450.0,209.0,180.9344802179155,453.1,45209.0,63121.0,19.8,269.3239968,"(37413.8, 40362.7]",48.1,39.5,49.2,"Coos County, Oregon",2.5,49.8,21.2,38.8,40.4,5.9,32.6,11.4,44.7,11.7,57.4,36.5,30.2,47.9,18.8,88.44285145,1.177220231,1.298287535,0.8458260390000001,46.89431397,5.372916101
1567,1567,137.0,49.99999999999999,144.3,455.6,38155.0,27157.0,18.3,0.0,"(37413.8, 40362.7]",48.1,46.8,49.2,"Crook County, Oregon",2.5,59.1,29.2,40.8,40.4,0.0,35.3,10.5,46.4,13.5,56.9,48.8,30.7,49.4,26.0,92.75625119,0.563084558,0.300629891,2.76770376,54.82982707,6.462075848
1568,1568,170.0,62.043795620437955,189.8,393.2,40524.0,22483.0,17.1,0.0,"(40362.7, 42724.4]",54.6,53.8,55.3,"Crook County, Oregon",2.5,52.4,41.2,34.95140260766503,20.6,0.2,27.7,14.7,41.1,7.6,63.1,48.8,26.4,51.1,18.7,91.58384815,0.326797386,0.550631211,2.032411138,46.25023914,2.198107958
1569,1569,929.0,305.0,154.3,386.40136427173616,52387.0,175268.0,15.9,262.4552114,"(51046.4, 54545.6]",41.9,40.9,42.8,"Deschutes County, Oregon",2.5,54.6,16.5,28.3,40.4,7.0,22.9,20.7,5.372916101,9.4,64.4,48.8,37.2,36.3,19.1,93.2775984,2.313187763,1.212925064,0.8458260390000001,53.44377949,4.744289032
1570,1570,915.1600000000001,334.0,189.2,419.4,45209.0,107685.0,15.9,9.286344431,"(40362.7, 42724.4]",46.9,45.8,48.1,"Douglas County, Oregon",2.41,52.2,20.6,32.9,40.4,2.9,32.1,10.1,44.5,12.2,56.8,37.4,32.6,49.1,26.6,92.82142657,0.317181932,0.820941471,0.695934474,51.63756371,5.372916101
1571,1571,16.0,5.0,174.2,535.4,51978.0,1859.0,11.7,0.0,"(51046.4, 54545.6]",48.2,48.6,46.9,"Douglas County, Oregon",2.24,59.0,17.1,40.4,40.4,3.8,39.3,10.3,51.8,9.2,63.5,48.8,40.4,35.3,14.1,97.76951673,0.955921402,0.0,0.159320234,52.70108043,3.333333333
1572,1572,47.0,17.153284671532845,131.4,400.3,41304.0,7185.0,16.8,0.0,"(42724.4, 45201]",51.1,52.0,50.6,"Douglas County, Oregon",2.26,53.9,17.1,39.0,40.4,11.6,32.3,10.8,47.1,9.0,60.7,37.7,41.2,47.7,22.2,95.4095657,2.313187763,0.412314458,0.109950522,51.47665926,5.372916101
1573,1573,39.0,18.0,162.7,368.7,36340.0,7200.0,15.9,0.0,"(34218.1, 37413.8]",46.2,44.7,46.6,"Harney County, Oregon",2.32,61.4,17.1,51.8,40.4,1.3,33.9,9.8,48.9,16.1,64.3,43.6,33.9,36.3,20.9,91.76926269,0.650159081,0.553326878,0.940655692,57.70243581,8.321273517
1574,1574,112.34,41.0,166.7,417.4537098126922,54063.0,23137.0,14.6,0.0,"(51046.4, 54545.6]",39.4,39.5,39.5,"Harney County, Oregon",2.66,52.2,15.7,39.9,40.4,12.3,25.6,21.0,63.7,5.1,63.2,49.4,41.2,33.2,18.8,87.8192448,0.545078905,1.758319047,6.387093938,51.63756371,3.453598302
1575,1575,1208.0,509.0,172.4,441.7,44835.0,27157.0,18.1,103.4967798,"(42724.4, 45201]",42.8,41.6,42.4,"Jackson County, Oregon",2.45,52.4,16.8,36.5,40.4,4.9,27.4,15.9,51.8,10.8,57.9,48.8,34.1,43.4,24.4,91.66838642,0.7352553,1.038572107,1.486348344,47.72838885,5.016549209
1576,1576,91.0,42.0,163.9,410.44188985183115,42753.0,22666.0,21.2,0.0,"(42724.4, 45201]",39.9,38.4,40.9,"Jefferson County, Oregon",2.76,52.4,28.6,33.2,40.4,0.5,29.5,11.3,47.2,14.4,53.8,36.8,32.0,43.3,26.5,70.88980554,0.974570509,0.775123521,0.8458260390000001,48.66094644,6.839517211
1577,1577,640.0,281.0,199.7,491.2,37230.0,84745.0,20.6,59.000531,"(34218.1, 37413.8]",47.9,46.1,49.8,"Josephine County, Oregon",2.5,51.4,17.7,38.6,40.4,5.3,32.1,10.3,41.2,12.3,56.9,36.0,30.2,50.6,26.2,92.95879342,0.341689746,0.782889137,1.302017768,48.71549802,6.292364753
